,subj,pred,obj
13224,CMPD; CMPD1; CMD1;,same,Primary amenorrhea
13225,CMPD; CMPD1; CMD1;,same,Labial hypoplasia
13226,CMPD; CMPD1; CMD1;,same,Blind vagina
13227,"Skeletal dysplasia related to campomelic dysplasia; Campomelic dysplasia, mild",same,Absent facial hair
13228,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;",same,Male infertility
13229,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;",same,Aplasia/hypoplasia of the uterus
13230,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;",same,Aplasia/Hypoplasia of the fallopian tube
13231,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;",same,Absent pubic hair
13232,"Weaver Smith syndrome; WSS; Overgrowth syndrome with accelerated skeletal maturation, unusual facies, and camptodactyly;",same,Absent axillary hair
13233,GCS 1; FTSS; Faciothoracoskeletal syndrome,same,Increased proportion of CD4-positive T cells
13234,GCS 1; FTSS; Faciothoracoskeletal syndrome,same,Increased circulating IgA level
13235,GCS 1; FTSS; Faciothoracoskeletal syndrome,same,Ainhum
13236,GCS 1; FTSS; Faciothoracoskeletal syndrome,same,Anterior open bite
13237,GCS 1; FTSS; Faciothoracoskeletal syndrome,same,Fulminant hepatitis
13238,Guadalajara camptodactyly syndrome type II,same,Ulcerative colitis
13239,Guadalajara camptodactyly syndrome type II,same,Thyroiditis
13240,Guadalajara camptodactyly syndrome type II,same,Sclerosing cholangitis
13241,Guadalajara camptodactyly syndrome type II,same,Increased total bilirubin
13242,,same,Glomerulonephritis
13243,Camptodactyly with Taurinuria; Camptodactyly-taurinuria syndrome; Familial streblodactyly with amino-aciduria;,same,Diffuse hepatic steatosis
13244,CATSHL syndrome,same,Acute hepatitis
13245,CATSHL syndrome,same,Spider hemangioma
13246,CATSHL syndrome,same,Smooth muscle antibody positivity
13247,CED2; Progressive diaphyseal dysplasia with striations of the bones,same,Liver kidney microsome type 1 antibody positivity
13248,"CED; Diaphyseal dysplasia 1, progressive; DPD1;",same,Antinuclear antibody positivity
13249,Cancer of the pancreas; Pancreatic carcinoma; Pancreas cancer;,same,Antineutrophil antibody positivity
13250,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome,same,Anti-liver cytosolic antigen type 1 antibody positivity
13251,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome,same,Increased circulating IgG level
13252,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome,same,Hypoplasia of the fovea
13253,Hypertrichotic osteochondrodysplasia; Craniofaciocardioskeletal syndrome,same,Teratoma
13254,Cap disease; Congenital myopathy with caps,same,Skin tags
13255,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth,same,Metastatic angiosarcoma
13256,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth,same,Epileptic spasm
13257,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth,same,Chorioretinal lacunae
13258,Dentinogenesis imperfecta without osteogenesis imperfecta; Capdepont teeth,same,Prominence of the premaxilla
13259,NCMD; Macular dystrophy retinal 1 North Carolina type; MCDR1;,same,Block vertebrae
13260,NCMD; Macular dystrophy retinal 1 North Carolina type; MCDR1;,same,Bifid ribs
13261,SCLS; Clarkson disease; Capillary leak syndrome;,same,Partial agenesis of the corpus callosum
13262,CAPOS; CAPOS syndrome; Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss;,same,Schistocytosis
13263,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Increased blood urea nitrogen
13264,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Hemolytic-uremic syndrome
13265,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Decreased serum complement factor H
13266,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Decreased serum complement C3
13267,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Anuria
13268,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Decreased serum complement factor I
13269,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Decreased serum complement factor B
13270,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Decreased level of thrombomodulin
13271,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Microangiopathic hemolytic anemia
13272,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Testicular neoplasm
13273,Carney syndrome; CNC1; Carney myxoma-endocrine complex;,same,Neoplasm of the breast
13274,"CARASIL; Maeda syndrome; Subcortical vascular encephalopathy, progressive;",same,Goiter
13275,Hyperammonemia due to carbamoyl phosphate synthetase 1 deficiency; CPS 1 deficiency; Carbamyl phosphate synthetase (CPS) deficiency,same,Abnormality of the penis
13276,"Congenital disorder of glycosylation, type Ir ; CDG syndrome type Ir; CDG-Ir;",same,Hyperphosphatemia
13277,CDG 1A; CDG1A; Jaeken syndrome;,same,Underfolded superior helices
13278,CDG 1A; CDG1A; Jaeken syndrome;,same,Stahl ear
13279,CDG 1A; CDG1A; Jaeken syndrome;,same,Generalized amyotrophy
13280,CDG 1A; CDG1A; Jaeken syndrome;,same,Clonus
13281,CDG 1A; CDG1A; Jaeken syndrome;,same,Athetosis
13282,CDG 1A; CDG1A; Jaeken syndrome;,same,Abnormal conjugate eye movement
13283,CDG 1A; CDG1A; Jaeken syndrome;,same,Rotary nystagmus
13284,CDG 1E; CDG1E; Carbohydrate-deficient glycoprotein syndrome type 1E;,same,Hypoplasia of the musculature
13285,Intellectual disability-truncal obesity syndrome; Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency; Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency;,same,Abnormality of the neck
13286,Intellectual disability-truncal obesity syndrome; Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency; Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency;,same,Simplified gyral pattern
13287,Intellectual disability-truncal obesity syndrome; Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency; Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency;,same,Uplifted earlobe
13288,"CDG IIf; CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F ;",same,Snoring
13289,"CDG IIf; CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F ;",same,Small earlobe
13290,"CDG2G; CDG 2G; Congenital disorder of glycosylation, type IIg ;",same,Respiratory failure requiring assisted ventilation
13291,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;",same,Mild myopia
13292,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;",same,Delayed myelination
13293,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;",same,Upbeat nystagmus
13294,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;",same,Expressive language delay
13295,"Congenital disorder of glycosylation, type IIh ; CDG syndrome type IIh; CDG-IIh;",same,Delayed ability to walk
13296,CDG IIi; COG5-CDG (CDG-Iii). ; CDG syndrome type IIi;,same,Episodic quadriplegia
13297,CDG syndrome type IIj; CDG-IIj; CDG2J;,same,Episodic hemiplegia
13298,CDG syndrome type IIj; CDG-IIj; CDG2J;,same,Progressive microcephaly
13299,CDG syndrome type IIj; CDG-IIj; CDG2J;,same,Progressive encephalopathy
13300,CDG syndrome type IIj; CDG-IIj; CDG2J;,same,Poor head control
13301,CDG syndrome type IIj; CDG-IIj; CDG2J;,same,Morphological abnormality of the pyramidal tract
13302,CDG syndrome type IIk; CDG2K; CDG-IIk;,same,Deep white matter hypodensities
13303,"Congenital disorder of glycosylation, type Im ; CDG Im; CDGIm;",same,Myositis
13304,"CDG syndrome type In; Congenital disorder of glycosylation, type In ; CDG-In;",same,Moyamoya phenomenon
13305,"Congenital disorder of glycosylation, type Io ; CDG Io; CDGIo;",same,Enchondroma
13306,Congenital muscular dystrophy with intellectual disability and severe epilepsy; CDG syndrome type Iu; CDG-Iu;,same,Degeneration of the striatum
13307,Congenital muscular dystrophy with intellectual disability and severe epilepsy; CDG syndrome type Iu; CDG-Iu;,same,Chronic lymphatic leukemia
13308,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy; CDG1Y ; CDG IY;",same,Calcification of the aorta
13309,Carbohydrate inducible hyperlipemia; Familial type IV hyperlipoproteinemia,same,Basal ganglia calcification
13310,Carbohydrate inducible hyperlipemia; Familial type IV hyperlipoproteinemia,same,Antiphospholipid antibody positivity
13311,Glucose galactose malabsorption deficiency; Carbohydrate intolerance of glucose galactose; Complex carbohydrate intolerance;,same,Neonatal alloimmune thrombocytopenia
13312,CDG 1B; CDG1B; Carbohydrate-deficient glycoprotein syndrome type 1B;,same,Demyelinating peripheral neuropathy
13313,CDG; Carbohydrate-deficient glycoprotein syndromes; Congenital disorder of glycosylation,same,Large beaked nose
13314,"Merkel cell cancer; Merkle tumors; Carcinoma, merkel cell;",same,Increased serum interferon-gamma level
13315,"Merkel cell cancer; Merkle tumors; Carcinoma, merkel cell;",same,Increased CSF interferon alpha
13316,"Merkel cell cancer; Merkle tumors; Carcinoma, merkel cell;",same,Extrapyramidal muscular rigidity
13317,"Merkel cell cancer; Merkle tumors; Carcinoma, merkel cell;",same,Chronic CSF lymphocytosis
13318,"Merkel cell cancer; Merkle tumors; Carcinoma, merkel cell;",same,Chilblains
13319,"Merkel cell cancer; Merkle tumors; Carcinoma, merkel cell;",same,Multifocal cerebral white matter abnormalities
13320,"EDS, cardiac valvular type; EHLERS-DANLOS SYNDROME, AUTOSOMAL RECESSIVE, CARDIAC VALVULAR FORM; Ehlers-Danlos syndrome, cardiac valvular type;",same,"Intellectual disability, profound"
13321,"EDS, cardiac valvular type; EHLERS-DANLOS SYNDROME, AUTOSOMAL RECESSIVE, CARDIAC VALVULAR FORM; Ehlers-Danlos syndrome, cardiac valvular type;",same,Leukemia
13322,"EDS, cardiac valvular type; EHLERS-DANLOS SYNDROME, AUTOSOMAL RECESSIVE, CARDIAC VALVULAR FORM; Ehlers-Danlos syndrome, cardiac valvular type;",same,Contiguous gene syndrome
13323,"JLNS1; Deafness, congenital, and functional heart disease; Prolonged QT interval in EKG and sudden death;",same,Gonadoblastoma
13324,"JLNS1; Deafness, congenital, and functional heart disease; Prolonged QT interval in EKG and sudden death;",same,Dysfunction of lateral corticospinal tracts
13325,Sanchez Cascos cardioauditory syndrome,same,Streak ovary
13326,"Pfeiffer cardiocranial syndrome; Craniostenosis, sagittal, with congenital heart disease, mental deficiency, and mandibular ankylosis; Pfeiffer Singer Zschiesche syndrome;",same,Nephroblastoma
13327,"Pfeiffer cardiocranial syndrome; Craniostenosis, sagittal, with congenital heart disease, mental deficiency, and mandibular ankylosis; Pfeiffer Singer Zschiesche syndrome;",same,Hearing abnormality
13328,"Pfeiffer cardiocranial syndrome; Craniostenosis, sagittal, with congenital heart disease, mental deficiency, and mandibular ankylosis; Pfeiffer Singer Zschiesche syndrome;",same,Displacement of the urethral meatus
13329,"Pfeiffer cardiocranial syndrome; Craniostenosis, sagittal, with congenital heart disease, mental deficiency, and mandibular ankylosis; Pfeiffer Singer Zschiesche syndrome;",same,Abnormal vagina morphology
13330,"Pfeiffer cardiocranial syndrome; Craniostenosis, sagittal, with congenital heart disease, mental deficiency, and mandibular ankylosis; Pfeiffer Singer Zschiesche syndrome;",same,Aplasia/Hypoplasia of the iris
13331,CFC syndrome; Congenital heart defects characteristic facial appearance ectodermal abnormalities and growth failure; Cardio-facio-cutaneous syndrome,same,Aniridia
13332,CFC syndrome; Congenital heart defects characteristic facial appearance ectodermal abnormalities and growth failure; Cardio-facio-cutaneous syndrome,same,Reduced subcutaneous adipose tissue
13333,CFC syndrome; Congenital heart defects characteristic facial appearance ectodermal abnormalities and growth failure; Cardio-facio-cutaneous syndrome,same,Reduced intrathoracic adipose tissue
13334,CFC syndrome; Congenital heart defects characteristic facial appearance ectodermal abnormalities and growth failure; Cardio-facio-cutaneous syndrome,same,Reduced intraabdominal adipose tissue
13335,Cardiogenital syndrome; Najjar syndrome; Malouf syndrome;,same,Labial hypertrophy
13336,"Lentigines, Electrocardiographic conduction abnormalities, Ocular hypertelorism, Pulmonic stenosis, Abnormal genitalia, Retardation of growth, Deafnes; Multiple lentigines syndrome; Cardiomyopathic lentiginosis;",same,Insulin-resistant diabetes mellitus at puberty
13337,Cardiomyopathy and cataract; Cataract and cardiomyopathy; cardiomyopathic mitochondrial DNA depletion syndrome 10;,same,Generalized muscular appearance from birth
13338,Carvajal syndrome; Palmoplantar keratoderma with left ventricular cardiomyopathy and woolly hair; Epidermolytic palmoplantar keratoderma woolly hair and dilated cardiomyopathy;,same,Decreased serum leptin
13339,Carvajal syndrome; Palmoplantar keratoderma with left ventricular cardiomyopathy and woolly hair; Epidermolytic palmoplantar keratoderma woolly hair and dilated cardiomyopathy;,same,Cystic angiomatosis of bone
13340,"Dilated cardiomyopathy, familial; Cardiomyopathy, familial dilated; Hypokinetic dilated cardiomyopathy, familial",same,Sudden cardiac death
13341,"Dilated cardiomyopathy, familial; Cardiomyopathy, familial dilated; Hypokinetic dilated cardiomyopathy, familial",same,Asymmetric growth
13342,"Dilated cardiomyopathy, familial; Cardiomyopathy, familial dilated; Hypokinetic dilated cardiomyopathy, familial",same,Abnormality of the spleen
13343,"Forney Robinson Pascoe syndrome; Congenital heart disease, deafness, and skeletal malformations; Cardiospondylocarpofacial syndrome",same,Abnormal aortic morphology
13344,"Forney Robinson Pascoe syndrome; Congenital heart disease, deafness, and skeletal malformations; Cardiospondylocarpofacial syndrome",same,Female pseudohermaphroditism
13345,Carney-Stratakis syndrome; Paraganglioma and gastrointestinal stromal tumor; Paraganglioma and GIST;,same,Agonadism
13346,Carney-Stratakis syndrome; Paraganglioma and gastrointestinal stromal tumor; Paraganglioma and GIST;,same,Abnormal testis morphology
13347,"Gastric leiomyosarcoma, pulmonary chondroma, and extraadrenal paraganglioma",same,Pulmonary artery hypoplasia
13348,"Systemic primary carnitine deficiency; Carnitine uptake defect; Carnitine deficiency, systemic, due to defect in renal reabsorption of carnitine;",same,Myeloproliferative disorder
13349,"Systemic primary carnitine deficiency; Carnitine uptake defect; Carnitine deficiency, systemic, due to defect in renal reabsorption of carnitine;",same,Hemangioma
13350,"Systemic primary carnitine deficiency; Carnitine uptake defect; Carnitine deficiency, systemic, due to defect in renal reabsorption of carnitine;",same,Poikilocytosis
13351,Carnitine palmitoyltransferase 1A deficiency; CPT1A deficiency; Hepatic CPT1;,same,Extramedullary hematopoiesis
13352,Carnitine palmitoyltransferase 1A deficiency; CPT1A deficiency; Hepatic CPT1;,same,Arterial thrombosis
13353,Carnitine palmitoyltransferase deficiency type 2; CPT2; Carnitine palmitoyltransferase II (CPT II) deficiency,same,Abnormal megakaryocyte morphology
